canal,category,composition,date,final_Price,homogenized_category,homogenized_clothing,homogenized_color,homogenized_subcategory,image,item,item_characteristics,made_in,marca,modelo,price,sale_price,sales_flag,sku,stock,subcategory,subcategory2,subcategory3,upc,upc_wm,upc_wm2,url_sku
Chevignon,Men,99% ALGODON 1% ELASTANO,24/10/2023,229900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327647/63_3308003_020000_0.jpg?v=638219316131170000,Jean 3308003,"Descripción:  El modelo mide 1.82 y usa talla 32. Jean de hombre, Rider: súper slim fit, bota súper slim. Color azul, tono ultra oscuro. Silueta súper ajustada con bota súper ajustada (14 - 15.5 cms). Pretina tradicional con botón metálico, aletilla con botones, bolsillos delanteros, relojera, garra de cuero en la pretina posterior, bolsillos traseros de parche y bota súper ajustada. Elaborado en Raw Denim, denim crudo sin tratamientos ni lavados, con stretch, (60% a 80% de elongación). | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 93% Algodon 4% Elastomultiester 3% ElastomeroPrenda: 93% Algodon 4% Elastomultiester 3% ElastomeroPrenda: 93% Algodon 4% Elastomultiester 3% ElastomeroPrenda: 93% Algodon 4% Elastomultiester 3% ElastomeroPrenda: 93% Algodon 4% Elastomultiester 3% ElastomeroPrenda: 93% Algodon 4% Elastomultiester 3% Elastomero99% ALGODON 1% ELASTANO99% ALGODON 1% ELASTANO99% ALGODON 1% ELASTANO99% ALGODON 1% ELASTANO99% ALGODON 1% ELASTANO99% ALGODON 1% ELASTANO",Colombia,Chevignon,Azul,229900,229900,,63_3308003_020000,28,Ropa Hombre,Jeans Hombre,Straight Fit,63_3308003_020000_Azul_28,63_3308003_020000,63_3308003_020000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,28,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_28,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,30,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_30,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,32,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_32,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,34,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_34,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,36,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_36,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,38,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_38,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero,24/10/2023,249900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1327087/63_330C013_030000_0.jpg?v=638219310126630000,"Jean de hombre Morrison Pulse, Straight Fit, Bota Slim - Blanco","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% Elastomero",Colombia,Chevignon,Blanco,249900,249900,,63_330C013_030000,40,Ropa Hombre,Jeans Hombre,Straight Fit,63_330C013_030000_Blanco_40,63_330C013_030000,63_330C013_030000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,28,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_28,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,30,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_30,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,32,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_32,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,34,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_34,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,36,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_36,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,38,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_38,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 96% Algodon 3% Poliester 1% Elastano,24/10/2023,369900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1373830/63_339E006_020000_0.jpg?v=638316459092500000,"Jean de Hombre Straight Fit, Morrison, Boot Cut- Azul Claro Vintage","Descripción:  Jean de hombre, Morrison: straight fit, bota slim. Color blanco. Silueta recta con bota ajustada (16 - 18 cms). Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, garra de cartón - cuero en la pretina posterior, bolsillos traseros de parche y bota ajustada. Elaborado en denim con tecnología Pulse que proporciona un look tradicional con buena elasticidad. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base  de 150 ºC.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No planchar los accesorios. | Composición : Otros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroOtros: 56% Poliester 44% Algodon Prenda: 99% Algodon 1% ElastomeroPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% ElastanoPrenda: 96% Algodon 3% Poliester 1% Elastano",Colombia,Chevignon,Azul,369900,369900,,63_339E006_020000,40,Ropa Hombre,Jeans Hombre,Straight Fit,63_339E006_020000_Azul_40,63_339E006_020000,63_339E006_020000,www.chevignon.com.co
