canal,category,composition,date,final_Price,homogenized_category,homogenized_clothing,homogenized_color,homogenized_subcategory,image,item,item_characteristics,made_in,marca,modelo,price,sale_price,sales_flag,sku,stock,subcategory,subcategory2,subcategory3,upc,upc_wm,upc_wm2,url_sku
Chevignon,Men,Prenda: 98% Algodon 2% Elastano,24/10/2023,198900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1370189/63_659E000_060000_0.jpg?v=638306550210170000,"Bermuda de Hombre, Regular Fit - Básico Casual","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre, regular fit (silueta recta). Pretina tradicional, pasadores, aletilla con cierre, bolsillos delanteros en diagonal, relojera de ribete, pinzas en diagonal en la parte posterior y bolsillos traseros de ribete. Elaborada en mezcla de algodón y elastano para proporcionar comodidad. Detalle de cadeneta en la pretina interna. | Lavado PRENDALAVADO: Temperatura máxima de lavado  30 ºC.  Proceso moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor.   Planchar con vapor puede causar  daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar por el revés.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% Elastano",Colombia,Chevignon,Beige,198900,198900,,63_659E000_060000,38,Ropa Hombre,Bermudas,,63_659E000_060000_Beige_38,63_659E000_060000,63_659E000_060000,www.chevignon.com.co
Chevignon,Men,Prenda: 98% Algodon 2% Elastano,24/10/2023,198900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1370189/63_659E000_060000_0.jpg?v=638306550210170000,"Bermuda de Hombre, Regular Fit - Básico Casual","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre, regular fit (silueta recta). Pretina tradicional, pasadores, aletilla con cierre, bolsillos delanteros en diagonal, relojera de ribete, pinzas en diagonal en la parte posterior y bolsillos traseros de ribete. Elaborada en mezcla de algodón y elastano para proporcionar comodidad. Detalle de cadeneta en la pretina interna. | Lavado PRENDALAVADO: Temperatura máxima de lavado  30 ºC.  Proceso moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor.   Planchar con vapor puede causar  daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar por el revés.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% ElastanoPrenda: 98% Algodon 2% Elastano",Colombia,Chevignon,Beige,198900,198900,,63_659E000_060000,40,Ropa Hombre,Bermudas,,63_659E000_060000_Beige_40,63_659E000_060000,63_659E000_060000,www.chevignon.com.co
Chevignon,Men,Prenda: 100% Algodon,24/10/2023,209900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1367630/63_352E004_020000_0.jpg?v=638288313100900000,"Bermuda de Hombre en Denim, Straight Fit - Azul Claro + Rotos","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color azul, tono claro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado fuerte con iluminaciones contrastadas y rotos. Elaborada en denim 100% algodón, non stretch, (0% de elongación). Esta prenda hace parte de la historia Roadie: Mix & match de piezas que remiten a una colección de recuerdos a través de estilos híbridos. Cápsula Chevignon Earth: prendas más conscientes que incorporan fibras y prácticas sostenibles. Peso: 13 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 100% Algodon",Colombia,Chevignon,Azul,209900,209900,,63_352E004_020000,30,Ropa Hombre,Bermudas,,63_352E004_020000_Azul_30,63_352E004_020000,63_352E004_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 100% Algodon,24/10/2023,209900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1367630/63_352E004_020000_0.jpg?v=638288313100900000,"Bermuda de Hombre en Denim, Straight Fit - Azul Claro + Rotos","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color azul, tono claro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado fuerte con iluminaciones contrastadas y rotos. Elaborada en denim 100% algodón, non stretch, (0% de elongación). Esta prenda hace parte de la historia Roadie: Mix & match de piezas que remiten a una colección de recuerdos a través de estilos híbridos. Cápsula Chevignon Earth: prendas más conscientes que incorporan fibras y prácticas sostenibles. Peso: 13 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 100% AlgodonPrenda: 100% Algodon",Colombia,Chevignon,Azul,209900,209900,,63_352E004_020000,32,Ropa Hombre,Bermudas,,63_352E004_020000_Azul_32,63_352E004_020000,63_352E004_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 100% Algodon,24/10/2023,209900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1367630/63_352E004_020000_0.jpg?v=638288313100900000,"Bermuda de Hombre en Denim, Straight Fit - Azul Claro + Rotos","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color azul, tono claro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado fuerte con iluminaciones contrastadas y rotos. Elaborada en denim 100% algodón, non stretch, (0% de elongación). Esta prenda hace parte de la historia Roadie: Mix & match de piezas que remiten a una colección de recuerdos a través de estilos híbridos. Cápsula Chevignon Earth: prendas más conscientes que incorporan fibras y prácticas sostenibles. Peso: 13 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% Algodon",Colombia,Chevignon,Azul,209900,209900,,63_352E004_020000,34,Ropa Hombre,Bermudas,,63_352E004_020000_Azul_34,63_352E004_020000,63_352E004_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 100% Algodon,24/10/2023,209900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1367630/63_352E004_020000_0.jpg?v=638288313100900000,"Bermuda de Hombre en Denim, Straight Fit - Azul Claro + Rotos","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color azul, tono claro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado fuerte con iluminaciones contrastadas y rotos. Elaborada en denim 100% algodón, non stretch, (0% de elongación). Esta prenda hace parte de la historia Roadie: Mix & match de piezas que remiten a una colección de recuerdos a través de estilos híbridos. Cápsula Chevignon Earth: prendas más conscientes que incorporan fibras y prácticas sostenibles. Peso: 13 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% Algodon",Colombia,Chevignon,Azul,209900,209900,,63_352E004_020000,36,Ropa Hombre,Bermudas,,63_352E004_020000_Azul_36,63_352E004_020000,63_352E004_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 100% Algodon,24/10/2023,209900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1367630/63_352E004_020000_0.jpg?v=638288313100900000,"Bermuda de Hombre en Denim, Straight Fit - Azul Claro + Rotos","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color azul, tono claro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado fuerte con iluminaciones contrastadas y rotos. Elaborada en denim 100% algodón, non stretch, (0% de elongación). Esta prenda hace parte de la historia Roadie: Mix & match de piezas que remiten a una colección de recuerdos a través de estilos híbridos. Cápsula Chevignon Earth: prendas más conscientes que incorporan fibras y prácticas sostenibles. Peso: 13 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% Algodon",Colombia,Chevignon,Azul,209900,209900,,63_352E004_020000,38,Ropa Hombre,Bermudas,,63_352E004_020000_Azul_38,63_352E004_020000,63_352E004_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 100% Algodon,24/10/2023,209900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1367630/63_352E004_020000_0.jpg?v=638288313100900000,"Bermuda de Hombre en Denim, Straight Fit - Azul Claro + Rotos","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color azul, tono claro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado fuerte con iluminaciones contrastadas y rotos. Elaborada en denim 100% algodón, non stretch, (0% de elongación). Esta prenda hace parte de la historia Roadie: Mix & match de piezas que remiten a una colección de recuerdos a través de estilos híbridos. Cápsula Chevignon Earth: prendas más conscientes que incorporan fibras y prácticas sostenibles. Peso: 13 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% AlgodonPrenda: 100% Algodon",Colombia,Chevignon,Azul,209900,209900,,63_352E004_020000,40,Ropa Hombre,Bermudas,,63_352E004_020000_Azul_40,63_352E004_020000,63_352E004_020000,www.chevignon.com.co
Chevignon,Men,Prenda: 64% Algodon 31% Coolmax 5% Elastano,24/10/2023,389900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1353884/63_612E030_021100_0.jpg?v=638237436085770000,"Camisa Premium de Hombre, Slim Fit Manga Larga - Mini Cuadros Efecto Dobby","Descripción:  El modelo mide 1.82 y usa talla M. Camisa premium de hombre, slim fit (silueta ajustada). Manga larga, cuello camisero con paletas para mayor estructura y perilla completa con botones. Elaborada en mezcla de algodón y elastano con tecnología Coolmax, un tejido transpirable y de secado rápido, que regula la temperatura del cuerpo. La tela tiene acabado Wrinkle Free para proporcionar mayor suavidad y resistencia a las arrugas. Diseño mini print de cuadros con efecto dobby (micro textura). El vivo rojo en el centro del cuello espalda, el botón metálico en puño derecho, los ojales en hilo rojo y las marquillas tejidas en piezas de los costados son detalles que complementan este diseño. | Lavado PRENDALAVADO: Temperatura máxima de lavado 30 ºC. Proceso muy moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor. Planchar con vapor puede causar daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No retorcer ni exprimir.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 64% Algodon 31% Coolmax 5% Elastano",China,Chevignon,Azul,389900,389900,,63_612E030_021100,L,Ropa Hombre,Camisas,,63_612E030_021100_Azul_L,63_612E030_021100,63_612E030_021100,www.chevignon.com.co
Chevignon,Men,Prenda: 64% Algodon 31% Coolmax 5% Elastano,24/10/2023,389900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1353884/63_612E030_021100_0.jpg?v=638237436085770000,"Camisa Premium de Hombre, Slim Fit Manga Larga - Mini Cuadros Efecto Dobby","Descripción:  El modelo mide 1.82 y usa talla M. Camisa premium de hombre, slim fit (silueta ajustada). Manga larga, cuello camisero con paletas para mayor estructura y perilla completa con botones. Elaborada en mezcla de algodón y elastano con tecnología Coolmax, un tejido transpirable y de secado rápido, que regula la temperatura del cuerpo. La tela tiene acabado Wrinkle Free para proporcionar mayor suavidad y resistencia a las arrugas. Diseño mini print de cuadros con efecto dobby (micro textura). El vivo rojo en el centro del cuello espalda, el botón metálico en puño derecho, los ojales en hilo rojo y las marquillas tejidas en piezas de los costados son detalles que complementan este diseño. | Lavado PRENDALAVADO: Temperatura máxima de lavado 30 ºC. Proceso muy moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor. Planchar con vapor puede causar daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No retorcer ni exprimir.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% Elastano",China,Chevignon,Azul,389900,389900,,63_612E030_021100,M,Ropa Hombre,Camisas,,63_612E030_021100_Azul_M,63_612E030_021100,63_612E030_021100,www.chevignon.com.co
Chevignon,Men,Prenda: 64% Algodon 31% Coolmax 5% Elastano,24/10/2023,389900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1353884/63_612E030_021100_0.jpg?v=638237436085770000,"Camisa Premium de Hombre, Slim Fit Manga Larga - Mini Cuadros Efecto Dobby","Descripción:  El modelo mide 1.82 y usa talla M. Camisa premium de hombre, slim fit (silueta ajustada). Manga larga, cuello camisero con paletas para mayor estructura y perilla completa con botones. Elaborada en mezcla de algodón y elastano con tecnología Coolmax, un tejido transpirable y de secado rápido, que regula la temperatura del cuerpo. La tela tiene acabado Wrinkle Free para proporcionar mayor suavidad y resistencia a las arrugas. Diseño mini print de cuadros con efecto dobby (micro textura). El vivo rojo en el centro del cuello espalda, el botón metálico en puño derecho, los ojales en hilo rojo y las marquillas tejidas en piezas de los costados son detalles que complementan este diseño. | Lavado PRENDALAVADO: Temperatura máxima de lavado 30 ºC. Proceso muy moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor. Planchar con vapor puede causar daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No retorcer ni exprimir.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% Elastano",China,Chevignon,Azul,389900,389900,,63_612E030_021100,S,Ropa Hombre,Camisas,,63_612E030_021100_Azul_S,63_612E030_021100,63_612E030_021100,www.chevignon.com.co
Chevignon,Men,Prenda: 64% Algodon 31% Coolmax 5% Elastano,24/10/2023,389900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1353884/63_612E030_021100_0.jpg?v=638237436085770000,"Camisa Premium de Hombre, Slim Fit Manga Larga - Mini Cuadros Efecto Dobby","Descripción:  El modelo mide 1.82 y usa talla M. Camisa premium de hombre, slim fit (silueta ajustada). Manga larga, cuello camisero con paletas para mayor estructura y perilla completa con botones. Elaborada en mezcla de algodón y elastano con tecnología Coolmax, un tejido transpirable y de secado rápido, que regula la temperatura del cuerpo. La tela tiene acabado Wrinkle Free para proporcionar mayor suavidad y resistencia a las arrugas. Diseño mini print de cuadros con efecto dobby (micro textura). El vivo rojo en el centro del cuello espalda, el botón metálico en puño derecho, los ojales en hilo rojo y las marquillas tejidas en piezas de los costados son detalles que complementan este diseño. | Lavado PRENDALAVADO: Temperatura máxima de lavado 30 ºC. Proceso muy moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor. Planchar con vapor puede causar daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No retorcer ni exprimir.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% Elastano",China,Chevignon,Azul,389900,389900,,63_612E030_021100,XL,Ropa Hombre,Camisas,,63_612E030_021100_Azul_XL,63_612E030_021100,63_612E030_021100,www.chevignon.com.co
Chevignon,Men,Prenda: 64% Algodon 31% Coolmax 5% Elastano,24/10/2023,389900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1353884/63_612E030_021100_0.jpg?v=638237436085770000,"Camisa Premium de Hombre, Slim Fit Manga Larga - Mini Cuadros Efecto Dobby","Descripción:  El modelo mide 1.82 y usa talla M. Camisa premium de hombre, slim fit (silueta ajustada). Manga larga, cuello camisero con paletas para mayor estructura y perilla completa con botones. Elaborada en mezcla de algodón y elastano con tecnología Coolmax, un tejido transpirable y de secado rápido, que regula la temperatura del cuerpo. La tela tiene acabado Wrinkle Free para proporcionar mayor suavidad y resistencia a las arrugas. Diseño mini print de cuadros con efecto dobby (micro textura). El vivo rojo en el centro del cuello espalda, el botón metálico en puño derecho, los ojales en hilo rojo y las marquillas tejidas en piezas de los costados son detalles que complementan este diseño. | Lavado PRENDALAVADO: Temperatura máxima de lavado 30 ºC. Proceso muy moderado.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: Planchar a una temperatura máxima de la base de 110 ºC, sin vapor. Planchar con vapor puede causar daño irreversible.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar por el revés.OTROS: No remojar.OTROS: No retorcer ni exprimir.OTROS: Planchar solo por el revés.OTROS: No planchar los accesorios. | Composición : Prenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% ElastanoPrenda: 64% Algodon 31% Coolmax 5% Elastano",China,Chevignon,Azul,389900,389900,,63_612E030_021100,XXL,Ropa Hombre,Camisas,,63_612E030_021100_Azul_XXL,63_612E030_021100,63_612E030_021100,www.chevignon.com.co
Chevignon,Men,Prenda: 99% Algodon 1% Elastano,24/10/2023,229900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1350363/63_352E002_050000_0.jpg?v=638237394144830000,"Bermuda de Hombre en Denim, Straight Fit - Gris Oscuro","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color gris, tono oscuro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado suave con iluminaciones ligeras y bigotes sutiles. Elaborada en denim stretch, (60% a 80% de elongación). Peso: 11 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 99% Algodon 1% Elastano",Colombia,Chevignon,Gris,229900,229900,,63_352E002_050000,30,Ropa Hombre,Bermudas,,63_352E002_050000_Gris_30,63_352E002_050000,63_352E002_050000,www.chevignon.com.co
Chevignon,Men,Prenda: 99% Algodon 1% Elastano,24/10/2023,229900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1350363/63_352E002_050000_0.jpg?v=638237394144830000,"Bermuda de Hombre en Denim, Straight Fit - Gris Oscuro","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color gris, tono oscuro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado suave con iluminaciones ligeras y bigotes sutiles. Elaborada en denim stretch, (60% a 80% de elongación). Peso: 11 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% Elastano",Colombia,Chevignon,Gris,229900,229900,,63_352E002_050000,32,Ropa Hombre,Bermudas,,63_352E002_050000_Gris_32,63_352E002_050000,63_352E002_050000,www.chevignon.com.co
Chevignon,Men,Prenda: 99% Algodon 1% Elastano,24/10/2023,229900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1350363/63_352E002_050000_0.jpg?v=638237394144830000,"Bermuda de Hombre en Denim, Straight Fit - Gris Oscuro","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color gris, tono oscuro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado suave con iluminaciones ligeras y bigotes sutiles. Elaborada en denim stretch, (60% a 80% de elongación). Peso: 11 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% Elastano",Colombia,Chevignon,Gris,229900,229900,,63_352E002_050000,34,Ropa Hombre,Bermudas,,63_352E002_050000_Gris_34,63_352E002_050000,63_352E002_050000,www.chevignon.com.co
Chevignon,Men,Prenda: 99% Algodon 1% Elastano,24/10/2023,229900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1350363/63_352E002_050000_0.jpg?v=638237394144830000,"Bermuda de Hombre en Denim, Straight Fit - Gris Oscuro","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color gris, tono oscuro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado suave con iluminaciones ligeras y bigotes sutiles. Elaborada en denim stretch, (60% a 80% de elongación). Peso: 11 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% Elastano",Colombia,Chevignon,Gris,229900,229900,,63_352E002_050000,36,Ropa Hombre,Bermudas,,63_352E002_050000_Gris_36,63_352E002_050000,63_352E002_050000,www.chevignon.com.co
Chevignon,Men,Prenda: 99% Algodon 1% Elastano,24/10/2023,229900,,,,,https://chevignon.vtexassets.com/arquivos/ids/1350363/63_352E002_050000_0.jpg?v=638237394144830000,"Bermuda de Hombre en Denim, Straight Fit - Gris Oscuro","Descripción:  El modelo mide 1.82 y usa talla 32. Bermuda de hombre en denim, straight fit. Silueta recta. Color gris, tono oscuro. Pretina tradicional con botón metálico, aletilla con cierre, bolsillos delanteros, relojera, bolsillos traseros de parche y garra de cuero en la pretina posterior. Lavado suave con iluminaciones ligeras y bigotes sutiles. Elaborada en denim stretch, (60% a 80% de elongación). Peso: 11 onzas. | Lavado PRENDALAVADO: Temperatura máxima de lavado  40 ºC.  Proceso normal.BLANQUEADO: No usar blanqueador.SECADO: No secar en máquina.SECADO: Secado en tendedero a la sombra.PLANCHADO: No planchar.CUIDADO TEXTIL PROFESIONAL: No limpieza en seco.OTROS: Lavar separadamente.OTROS: Lavar con colores similares.OTROS: Lavar por el revés.OTROS: No remojar. | Composición : Prenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% ElastanoPrenda: 99% Algodon 1% Elastano",Colombia,Chevignon,Gris,229900,229900,,63_352E002_050000,38,Ropa Hombre,Bermudas,,63_352E002_050000_Gris_38,63_352E002_050000,63_352E002_050000,www.chevignon.com.co
